q1,q2,q3,xe,ye,thetae 
0.44,-2.08,0,5.37,-10.98,-93.97
2.54,-1.77,1,-2.13,15.7,101.41
2.3,-0.59,1,-11.99,15.08,155.27
2.1,-1.06,0,3.55,18.12,59.59
1.87,-0.97,0,6.64,17.66,51.57
2.98,-0.37,1,-19.19,1.51,206.84
1.85,-0.26,0,-2.2,20.73,91.1
2.17,-2.49,0,9.34,1.38,-18.33
0.11,-1.52,-1,2.87,-10.82,-138.08
1.9,-1.26,1,2.87,17.79,93.97
0.37,-1.87,-1,1.41,-8.64,-143.24
1.04,-0.39,-1,15.69,7.87,-20.05
1.33,-1.21,0,15.57,8.47,6.88
1.3,-2.64,0,5.08,-6.88,-76.78
0.9,-1.98,1,14.63,-1.25,-4.58
2.09,-0.26,-1,-0.54,18.01,47.56
2.6,-0.93,1,-12.93,13.75,152.98
1.95,-1.1,0,6.65,17.02,48.7
0.68,-1.89,0,10.39,-8.7,-69.33
1.9,-1.99,0,11.68,5.37,-5.16
2.96,-1.75,-1,2.43,9.27,12.03
0.17,-2.16,1,7.89,-11.06,-56.72
1.15,-0.18,-1,13.81,11.95,-1.72
0.57,-0.48,0,19.84,5.04,5.16
1.88,-1.71,1,7.5,14.3,67.04
2.72,-1.14,1,-12.38,13.59,147.82
0.36,-0.68,-1,14.93,-6.52,-75.63
1.16,-0.53,0,14.11,14.67,36.1
1.35,-2.13,-1,5.06,-4.94,-101.99
3.09,-1.49,-1,-1.42,11.31,34.38
1.25,-0.39,0,11.34,17.25,49.27
0.83,-0.55,-1,16.71,2.48,-41.25
1.33,-2.71,-1,-2.07,-4.91,-136.36
1.83,-2.61,-1,1.73,-5.0,-101.99
0.3,-2.23,0,1.77,-11.04,-110.58
0.22,-2.58,1,3.33,-10.25,-77.92
2.62,-1.07,-1,0.04,14.15,31.51
0.89,-0.48,1,11.95,15.14,80.79
0.78,-2.41,2,11.09,0.47,21.2
0.67,-0.39,-1,17.48,1.67,-41.25
2.78,-2.54,-1,5.33,-0.68,-43.54
2.75,-2.68,1,3.87,9.3,61.31
1.45,-0.6,1,3.53,18.94,106.0
1.69,-1.61,1,9.44,13.68,61.88
1.98,-1.62,1,5.23,15.73,77.92
0.61,-1.78,0,11.2,-8.88,-67.04
0.66,-2.43,0,2.76,-9.43,-101.41
1.13,-2.52,0,5.5,-7.44,-79.64
2.46,-2.38,1,4.84,11.14,61.88
0.45,-1.41,-1,7.66,-9.17,-112.3
2.6,-2.14,1,1.05,13.67,83.65
2.9,-1.35,-1,-0.68,12.33,31.51
2.04,-0.49,1,-8.83,17.15,146.1
2.26,-1.59,1,0.34,16.71,95.68
1.67,-2.63,1,10.32,1.51,2.29
2.31,-2.66,-1,3.39,-4.06,-77.35
2.88,-0.3,1,-19.02,2.57,205.12
2.47,-2.8,-1,2.81,-4.71,-76.2
0.49,-0.05,0,18.84,9.26,25.21
0.7,-1.82,1,15.35,-2.63,-6.88
2.93,-0.08,0,-20.25,5.49,163.29
2.53,-0.49,-1,-5.35,16.3,59.59
3.12,-1.39,1,-14.52,9.86,156.42
1.27,-0.64,0,13.39,14.93,36.1
1.79,-1.11,-1,10.57,9.03,-18.33
2.99,-0.6,0,-17.15,10.62,136.94
2.91,-1.11,-1,-3.53,13.45,45.84
1.02,-2.15,-1,2.94,-6.3,-122.04
0.49,-0.4,1,16.39,10.13,62.45
2.97,-2.83,1,2.96,8.53,65.32
0.64,-3.04,0,-4.71,-5.28,-137.51
2.6,-1.04,-1,0.01,14.33,32.09
2.91,-2.33,-1,5.43,2.59,-24.06
0.78,-2.07,0,8.86,-8.53,-73.91
0.81,-0.61,1,14.22,12.98,68.75
0.82,-0.58,1,13.85,13.4,71.05
2.05,-2.41,1,8.94,7.93,36.67
2.36,-1.79,0,6.82,12.49,32.66
2.58,-0.91,2,-12.66,7.16,210.28
2.57,-1.52,1,-5.63,16.07,117.46
2.2,-0.07,0,-11.55,17.53,122.04
0.38,-1.69,-1,3.59,-9.34,-132.35
1.17,-2.69,0,3.44,-7.54,-87.09
2.51,-1.95,-1,6.61,4.87,-25.21
2.25,-2.28,1,6.56,11.01,55.58
0.83,-2.76,1,6.45,-7.0,-53.29
1.95,-2.98,0,4.62,-5.5,-59.01
0.59,-0.28,1,14.29,12.79,75.06
2.25,-0.69,-1,1.61,16.16,32.09
0.63,-3.09,-1,-6.43,1.91,-198.24
1.31,-1.31,-1,12.59,0.87,-57.3
2.66,-2.46,0,7.52,6.02,11.46
2.84,-2.12,-1,5.31,4.76,-16.04
1.42,-1.57,0,14.89,4.83,-8.59
3.02,-1.56,-1,0.1,10.91,26.36
1.49,-0.19,0,4.31,20.47,74.48
2.17,-1.38,-1,7.83,9.29,-12.03
0.99,-1.97,0,11.64,-5.77,-56.15
2.79,-0.75,2,-14.1,3.18,231.47
2.84,-1.22,0,-7.37,16.06,92.82
1.07,-1.31,-1,12.43,-2.14,-71.05
0.75,-1.37,1,17.32,3.3,21.77
3.03,-3.1,0,7.01,-0.2,-4.01
1.72,-1.02,1,3.41,18.37,97.4
0.26,-0.75,-1,13.51,-8.47,-85.37
1.92,-1.82,-1,8.92,1.79,-51.57
1.61,-0.49,2,-4.22,13.45,178.76
1.77,-1.37,-1,10.84,5.64,-34.38
1.67,-2.0,0,12.55,2.43,-18.91
1.91,-0.74,-2,5.13,7.88,-47.56
1.36,-2.45,1,11.67,0.01,-5.16
1.62,-0.4,0,4.47,20.14,69.9
1.66,-0.78,1,1.71,19.04,107.72
1.57,-1.76,-1,9.48,-0.82,-68.18
2.31,-1.41,-1,6.6,9.96,-5.73
2.2,-2.97,-1,-0.48,-6.08,-101.41
2.28,-1.75,1,1.77,15.85,87.66
1.68,-1.71,1,10.19,12.52,55.58
0.47,-0.32,1,16.02,10.61,65.89
1.43,-0.11,0,4.46,20.49,75.63
2.16,-2.36,1,7.85,9.45,45.84
2.41,-0.43,-2,-1.0,10.96,-1.15
2.12,-2.87,1,8.25,2.93,14.32
1.8,-1.95,1,9.95,11.03,48.7
2.43,-2.64,1,6.47,8.08,45.26
1.38,-2.76,0,3.98,-6.87,-79.07
0.54,-2.99,-1,-6.06,1.26,-197.67
2.5,-0.06,-1,-10.04,15.65,82.51
1.23,-1.3,-1,12.68,-0.03,-61.31
2.46,-1.86,1,0.14,15.36,91.67
2.89,-0.23,1,-19.06,1.52,209.7
1.61,-2.68,-1,-0.26,-5.29,-118.6
2.83,-2.99,-1,3.04,-5.39,-66.46
2.22,-2.57,-1,3.88,-3.65,-77.35
3.11,-0.83,-1,-9.55,12.24,73.34
1.82,-2.76,-1,-0.12,-5.4,-111.15
2.31,-2.2,0,9.2,6.71,6.3
0.1,-1.5,0,9.34,-13.1,-80.21
2.17,-1.0,0,1.51,18.67,67.04
0.74,-1.34,0,16.72,-3.18,-34.38
0.73,-1.35,0,16.61,-3.47,-35.52
1.14,-1.14,1,13.71,12.25,57.3
1.45,-0.3,-1,10.62,14.38,8.59
0.91,-1.09,0,18.07,3.02,-10.31
0.09,-1.59,0,7.96,-13.34,-85.94
2.61,-0.41,1,-17.14,8.8,183.35
1.89,-0.68,0,2.75,19.75,69.33
1.67,-0.48,-1,8.78,14.79,10.89
0.39,-0.77,1,18.67,4.13,35.52
3.12,-1.01,1,-17.59,6.38,178.19
1.02,-0.68,1,11.86,15.11,76.78
1.7,-0.33,0,1.89,20.66,78.5
1.76,-2.2,0,11.35,0.91,-25.21
2.31,-0.71,-1,0.86,16.12,34.38
0.38,-1.57,1,15.98,-5.22,-10.89
0.73,-1.67,0,13.47,-6.64,-53.86
1.61,-0.13,2,-6.24,11.64,199.39
1.46,-0.37,0,7.25,19.37,62.45
2.6,-2.33,-1,5.96,0.81,-41.83
1.25,-0.33,0,10.69,17.78,52.71
1.58,-2.17,0,11.57,-0.79,-33.8
2.04,-2.22,0,10.61,3.74,-10.31
2.61,-1.33,1,-8.59,15.57,130.63
1.44,-1.36,1,11.19,13.67,61.88
1.58,-1.49,-1,11.2,2.1,-52.14
2.49,-1.62,1,-3.12,16.28,107.14
1.5,-2.1,1,12.72,5.76,22.92
0.4,-1.82,-1,2.24,-8.82,-138.66
2.59,-0.64,-1,-4.48,15.86,54.43
2.45,-0.61,1,-13.94,13.29,162.72
2.44,-1.56,1,-3.02,16.58,107.72
1.8,-0.01,2,-8.69,9.42,217.15
2.62,-1.4,1,-7.9,15.64,127.2
0.41,-0.72,1,18.48,5.11,39.53
1.28,-2.7,-1,-2.2,-4.84,-138.66
2.22,-0.1,-1,-4.84,17.85,64.17
2.16,-0.84,1,-6.92,17.73,132.93
1.82,-3.01,0,3.48,-6.21,-68.18
1.75,-0.36,1,-5.1,18.55,136.94
0.69,-2.64,1,6.88,-7.74,-54.43
0.0,-0.4,-1,14.64,-9.62,-80.21
2.77,-2.35,1,0.92,12.32,81.36
0.04,-0.51,1,19.28,0.65,30.37
1.2,-0.75,-1,14.81,5.91,-31.51
3.04,-1.26,0,-9.87,14.4,101.99
0.35,-2.89,-1,-5.65,1.15,-202.83
0.23,-0.2,1,17.42,7.81,59.01
0.94,-0.32,1,9.48,16.71,92.82
2.19,-2.56,-2,-2.55,-1.71,-135.79
3.0,-1.4,0,-7.34,14.98,91.67
1.88,-1.55,-1,9.98,4.59,-38.39
0.12,-0.44,1,19.04,3.04,38.96
0.59,-2.3,-1,-1.51,-5.97,-155.27
0.05,-2.31,0,-1.91,-10.45,-129.49
2.47,-2.63,1,6.1,8.45,48.13
2.22,-1.53,0,6.57,14.49,39.53
1.81,-2.36,-1,4.45,-3.86,-88.81
2.85,-0.8,-1,-6.45,14.3,60.16
1.39,-2.6,-1,-0.45,-5.28,-126.62
2.68,-2.23,1,0.88,13.11,83.08
1.25,-1.43,0,15.98,4.14,-10.31
2.39,-0.28,-1,-5.6,17.06,63.6
1.52,-2.58,0,7.2,-5.22,-60.73
1.94,-0.44,0,-1.54,20.49,85.94
0.49,-1.36,0,15.2,-7.41,-49.85
3.09,-0.47,-1,-13.4,10.84,92.82
2.09,-2.23,-1,6.38,-1.26,-65.32
1.96,-2.71,1,9.25,3.44,14.32
0.64,-2.53,-1,-3.36,-4.21,-165.58
2.29,-2.36,0,9.35,4.29,-4.01
2.84,-1.69,1,-7.66,14.33,123.19
2.16,-1.87,1,4.76,14.55,73.91
1.09,-1.97,0,12.16,-4.58,-50.42
0.12,-0.33,0,20.64,-2.08,-12.03
0.02,-1.9,-1,-1.89,-8.34,-165.01
1.04,-0.07,0,11.46,17.59,55.58
1.93,-2.62,0,8.34,-2.36,-39.53
0.13,-2.03,2,11.64,-5.02,5.73
2.36,-2.53,-1,4.66,-2.7,-67.04
3.1,-1.77,0,-3.66,13.89,76.2
0.14,-0.93,0,16.79,-8.97,-45.26
1.78,-2.75,1,9.5,1.28,1.72
0.6,-0.43,-1,17.4,-0.03,-47.56
2.25,-1.17,-1,5.88,12.18,4.58
1.19,-0.66,0,14.68,13.58,30.37
1.45,-2.63,1,10.4,-0.78,-10.31
1.72,-0.2,0,-0.33,20.9,87.09
1.8,-1.07,1,2.52,18.4,99.12
2.18,-0.54,1,-10.63,16.09,151.26
1.81,-1.08,0,8.77,16.14,41.83
1.08,-1.24,1,14.88,10.27,48.13
0.61,-2.37,1,9.49,-7.69,-43.54
2.65,-1.57,1,-6.28,15.59,119.18
0.42,-0.74,-1,14.77,-6.13,-75.63
1.93,-0.38,1,-8.13,17.46,146.1
1.71,-1.92,-1,8.35,-1.08,-69.33
1.07,-2.23,-1,2.27,-6.1,-123.76
0.26,-1.51,1,15.75,-6.58,-14.32
0.34,-2.28,-1,-2.79,-5.6,-168.45
1.28,-0.28,1,2.88,18.96,114.59
0.77,-1.04,1,16.99,7.67,41.83
2.74,-2.15,0,5.19,10.53,33.8
1.45,-1.02,1,8.19,16.8,81.93
2.53,-0.17,1,-17.53,7.43,192.51
0.21,-1.16,0,14.99,-9.93,-54.43
1.72,-1.07,-1,11.11,8.76,-20.05
1.67,-1.15,0,11.46,13.92,29.79
2.08,-1.1,1,-2.3,18.35,113.45
1.36,-1.52,0,15.29,4.61,-9.17
0.12,-0.94,-1,10.0,-11.06,-104.28
0.28,-1.3,1,17.39,-4.17,-1.15
1.11,-0.86,-1,15.02,3.23,-42.97
1.06,-1.85,0,13.28,-3.84,-45.26
2.94,-2.87,-1,4.31,-3.72,-53.29
2.02,-2.7,1,9.05,4.11,18.33
1.41,-2.83,-1,-3.08,-4.63,-138.66
1.47,-1.13,0,13.9,11.63,19.48
1.31,-2.76,0,3.49,-7.13,-83.08
2.52,-0.64,0,-9.95,17.41,107.72
1.35,-0.7,1,6.55,18.04,94.54
2.29,-0.77,-1,1.82,15.74,29.79
1.51,-1.32,-1,12.13,3.24,-46.41
0.4,-3.06,-1,-5.84,2.95,-209.7
2.92,-0.89,-1,-6.33,13.81,59.01
1.3,-0.27,1,2.37,19.02,116.31
1.19,-3.04,0,-1.26,-6.96,-106.0
2.7,-1.72,0,1.47,14.62,56.15
0.46,-1.55,0,12.75,-9.31,-62.45
1.91,-0.11,0,-5.51,20.24,103.13
2.85,-2.53,1,1.68,11.0,75.63
3.01,-1.33,-1,-2.26,12.28,38.96
3.12,-2.39,-1,4.96,2.95,-15.47
0.01,-2.59,-1,-5.26,-0.69,-205.12
0.93,-1.54,0,15.66,-2.41,-34.95
0.98,-1.69,0,14.52,-3.31,-40.68
0.95,-1.44,1,16.36,5.82,29.22
2.06,-2.36,-1,5.27,-2.63,-74.48
0.31,-1.5,0,11.87,-10.86,-68.18
1.75,-0.19,-1,4.76,17.61,32.09
2.61,-2.62,-1,4.69,-2.45,-57.87
0.71,-1.81,-1,4.95,-7.72,-120.32
0.72,-1.7,-1,6.38,-7.62,-113.45
0.13,-2.39,1,4.63,-11.16,-72.19
1.05,-0.72,1,11.77,15.14,76.2
2.97,-0.37,-1,-13.1,11.8,91.67
1.26,-2.3,-1,2.52,-5.62,-116.88
0.93,-0.61,-2,10.07,0.86,-96.26
2.4,-2.99,0,6.47,-3.06,-33.8
0.89,-0.97,-1,14.68,-1.29,-61.88
1.6,-2.86,-1,-2.52,-5.07,-129.49
0.84,-0.04,1,7.96,17.05,103.13
2.1,-0.83,1,-5.97,18.09,130.06
1.58,-3.12,-1,-5.62,-3.96,-145.53
1.63,-2.23,0,11.14,-0.92,-34.38
1.32,-0.37,1,3.22,18.98,111.73
3.0,-3.11,0,6.99,-0.55,-6.3
0.49,-1.33,1,17.76,-0.8,9.17
0.57,-0.49,-1,17.11,-1.23,-52.71
0.56,-0.82,1,17.86,6.64,42.4
1.14,-0.92,1,12.16,14.46,69.9
2.63,-0.54,0,-13.05,15.58,119.75
2.73,-3.13,2,-0.17,7.07,91.67
0.81,-0.93,-1,14.83,-2.07,-64.17
1.64,-2.26,0,10.91,-1.15,-35.52
1.95,-1.48,-1,9.69,6.13,-30.37
0.65,-0.88,-1,14.73,-3.96,-70.47
1.51,-2.92,-2,-5.2,1.93,-195.38
2.35,-1.36,1,-3.93,17.23,114.02
1.27,-2.02,-1,5.95,-4.97,-100.27
1.7,-1.94,-1,8.17,-1.34,-71.05
2.81,-2.81,-1,4.16,-3.61,-57.3
0.41,-0.11,-1,18.46,0.35,-40.11
2.3,-1.8,1,1.97,15.56,85.94
2.03,-2.7,-1,1.69,-5.04,-95.68
0.33,-1.82,1,13.36,-8.0,-28.07
0.84,-3.02,-1,-6.33,-0.26,-182.2
2.0,-1.72,0,10.54,10.23,16.04
1.46,-2.52,-1,0.91,-5.33,-118.03
2.3,-2.69,-1,3.07,-4.33,-79.64
1.11,-3.1,1,4.1,-5.98,-56.72
1.17,-1.4,0,16.36,3.25,-13.18
3.08,-1.23,0,-10.84,13.89,106.0
2.55,-0.33,-1,-7.64,16.05,69.9
3.07,-3.09,-1,3.68,-5.6,-58.44
0.61,-0.59,1,16.4,10.11,58.44
1.32,-2.73,0,3.98,-7.04,-80.79
0.06,-1.06,0,14.55,-11.36,-57.3
0.61,-2.38,0,2.97,-9.71,-101.41
0.15,-2.12,0,1.48,-11.85,-112.87
1.41,-0.57,-1,12.7,11.01,-9.17
2.28,-2.47,1,7.14,9.06,46.41
1.7,-1.78,0,13.05,5.82,-4.58
1.44,-1.95,-1,7.45,-3.46,-86.52
2.73,-0.87,1,-15.14,11.45,163.87
1.75,-2.17,1,11.0,7.87,33.23
0.28,-2.67,-1,-5.17,-1.12,-194.23
1.64,-0.18,1,-5.15,18.35,140.95
2.35,-1.22,1,-5.65,17.24,122.04
1.72,-1.24,-1,11.24,6.68,-29.79
2.42,-2.27,0,8.59,6.72,8.59
0.16,-2.92,0,-6.08,-4.1,-158.14
3.08,-2.43,-2,0.12,-2.16,-77.35
0.11,-0.26,1,18.5,4.98,48.7
0.33,-1.46,1,16.55,-4.97,-7.45
0.06,-2.67,-1,-5.29,0.03,-206.84
0.0,-2.03,0,0.79,-12.55,-116.31
0.22,-0.71,0,19.18,-5.06,-28.07
0.12,-2.98,0,-6.5,-3.05,-163.87
0.66,-1.14,0,17.95,-2.17,-27.5
0.81,-1.85,-1,5.2,-7.21,-116.88
0.17,-1.6,1,14.24,-8.66,-24.64
2.25,-2.0,-1,7.51,2.41,-42.97
0.54,-2.7,1,4.91,-8.64,-66.46
1.07,-1.16,0,17.3,4.88,-5.16
0.5,-1.89,0,8.66,-10.42,-79.64
1.01,-0.97,1,14.26,12.24,59.59
0.51,-0.59,1,17.33,8.43,52.71
2.35,-1.01,1,-8.19,16.82,134.07
0.83,-0.57,-1,16.66,2.25,-42.4
1.01,-1.33,-1,12.1,-3.06,-75.63
0.51,-0.76,-1,15.1,-4.96,-71.62
0.36,-0.66,1,18.59,4.91,40.11
0.31,-1.31,0,14.23,-9.65,-57.3
1.67,-1.93,-1,8.21,-1.5,-72.19
0.8,-1.5,0,15.58,-4.0,-40.11
1.45,-2.94,0,1.97,-7.01,-85.37
0.71,-3.11,1,1.34,-7.06,-80.21
2.86,-1.31,0,-6.43,15.94,88.81
0.61,-3.02,0,-4.68,-5.34,-138.08
3.06,-1.45,0,-7.53,14.56,92.25
2.03,-2.11,0,10.85,5.16,-4.58
1.95,-0.19,-1,1.17,18.2,43.54
0.89,-0.22,-1,16.51,7.52,-18.91
1.4,-1.63,1,13.03,10.18,44.12
1.04,-2.9,1,6.11,-5.98,-49.27
0.29,-0.85,-1,12.71,-8.72,-89.38
0.04,-1.49,0,8.68,-13.62,-83.08
1.32,-2.85,-1,-3.71,-4.23,-144.96
2.04,-2.84,-2,-4.88,-1.12,-160.43
0.13,-1.04,-1,8.91,-11.22,-109.43
0.6,-1.16,-1,11.78,-6.77,-89.38
2.04,-0.24,1,-11.35,15.41,160.43
1.17,-2.12,1,13.79,1.1,2.86
1.24,-3.01,0,-0.5,-7.1,-101.41
1.64,-0.17,-1,6.46,17.12,26.93
0.87,-2.06,-1,3.05,-6.85,-125.48
0.12,-2.33,-1,-4.21,-4.3,-183.92
0.69,-2.06,-1,1.78,-7.28,-135.79
0.18,-2.62,1,2.45,-10.21,-82.51
1.63,-3.02,0,2.1,-6.78,-79.64
2.43,-0.94,-1,1.44,14.84,28.07
0.62,-2.35,-1,-1.83,-5.64,-156.42
3.11,-2.84,-1,4.97,-2.58,-41.83
0.48,-2.54,0,-0.37,-9.13,-118.03
1.7,-2.86,-1,-2.0,-5.3,-123.76
0.6,-3.0,0,-4.55,-5.5,-137.51
2.45,-0.61,-1,-2.58,16.42,48.13
0.58,-1.26,-1,10.54,-7.52,-96.26
1.17,-2.4,0,7.41,-6.75,-70.47
1.09,-1.87,-1,6.76,-5.56,-101.99
0.86,-0.44,-1,16.81,4.32,-33.23
1.85,-1.52,1,6.36,15.8,76.2
3.12,-0.28,0,-20.37,4.31,162.72
2.77,-3.02,1,5.38,5.58,42.97
2.74,-2.93,0,7.3,0.09,-10.89
3.08,-1.81,1,-9.42,12.47,130.06
0.66,-2.82,1,4.44,-7.95,-66.46
0.37,-0.76,-1,14.26,-7.02,-79.64
3.05,-0.5,-1,-12.64,11.54,88.81
0.06,-0.3,0,20.59,-2.91,-13.75
2.54,-0.19,-1,-9.16,15.77,77.35
1.11,-2.7,0,2.84,-7.73,-91.1
0.73,-2.86,0,-2.21,-7.2,-122.04
1.97,-2.96,-1,-1.73,-5.8,-114.02
1.36,-2.33,2,9.03,7.07,59.01
2.86,-0.95,0,-11.38,15.15,109.43
0.42,-2.69,0,-2.62,-7.86,-130.06
2.63,-0.55,0,-12.93,15.65,119.18
2.46,-0.04,1,-17.42,7.11,195.95
1.92,-1.87,1,8.08,13.0,60.16
2.87,-2.33,0,5.26,9.08,30.94
2.0,-2.69,1,9.15,4.04,17.76
2.59,-1.45,0,-0.12,16.39,65.32
0.79,-0.52,1,13.75,13.53,72.77
2.34,-1.46,-1,6.54,9.59,-6.88
0.41,-1.72,0,10.03,-10.74,-75.06
1.08,-0.36,1,7.52,17.71,98.55
0.65,-1.4,-1,9.45,-7.42,-100.27
1.13,-3.09,1,4.35,-5.88,-55.0
0.23,-1.29,-1,6.95,-10.69,-118.03
0.19,-2.72,1,1.43,-9.69,-87.66
0.32,-0.68,-1,14.66,-7.11,-77.92
1.25,-0.96,-1,14.22,4.08,-40.68
1.56,-0.36,-1,9.47,14.91,11.46
2.5,-2.34,0,8.21,6.42,9.17
1.77,-0.19,1,-7.37,17.59,147.82
0.02,-0.62,0,18.55,-7.77,-34.38
0.29,-2.57,1,4.16,-10.02,-73.34
2.03,-0.56,2,-9.02,10.98,198.82
2.45,-3.13,1,6.7,2.26,18.33
0.45,-0.71,-1,15.21,-5.42,-72.19
1.18,-2.55,1,10.59,-2.92,-21.2
1.35,-0.85,0,13.82,13.54,28.65
2.42,-2.46,1,5.75,10.08,55.0
1.67,-2.94,0,3.45,-6.41,-72.77
1.38,-2.41,0,8.53,-5.13,-59.01
1.53,-1.59,1,11.4,12.23,53.86
3.11,-1.94,1,-8.21,12.45,124.33
0.4,-2.18,1,9.97,-9.04,-44.69
0.66,-0.11,0,17.47,11.61,31.51
0.49,-1.56,-1,6.19,-8.99,-118.6
1.16,-1.05,1,12.87,13.46,63.6
0.64,-2.8,-1,-5.27,-1.51,-181.05
2.46,-1.6,1,-2.87,16.42,106.57
1.78,-2.16,1,10.74,8.32,35.52
1.68,-0.34,2,-6.02,12.39,191.37
1.67,-2.28,0,10.78,-1.05,-34.95
1.08,-1.98,0,12.0,-4.79,-51.57
1.71,-0.68,-1,9.63,13.14,1.72
1.8,-2.2,1,10.63,8.04,34.38
0.54,-2.64,1,5.65,-8.68,-63.03
2.2,-1.21,1,-3.13,17.91,114.02
1.0,-1.07,-1,14.13,-0.74,-61.31
0.09,-0.45,0,20.07,-4.3,-20.63
1.6,-3.04,0,1.62,-6.88,-82.51
0.56,-0.02,0,17.94,10.92,30.94
0.48,-1.27,-1,9.61,-8.57,-102.56
2.86,-2.39,0,5.76,8.29,26.93
2.84,-1.36,1,-11.57,13.35,142.09
1.34,-1.9,-1,7.61,-3.9,-89.38
1.31,-1.29,1,12.47,12.87,58.44
1.25,-1.9,-1,7.23,-4.57,-94.54
0.23,-0.63,1,19.04,2.82,34.38
2.73,-0.61,0,-13.72,14.74,121.47
2.66,-1.09,-1,-0.3,14.02,32.66
0.93,-1.65,-1,8.41,-5.93,-98.55
2.61,-1.35,-1,2.87,12.01,14.9
0.82,-1.29,0,17.26,-1.22,-26.93
0.42,-1.71,-1,3.72,-9.14,-131.21
0.25,-1.03,0,16.74,-8.11,-44.69
1.3,-2.04,-1,5.86,-4.88,-99.69
1.87,-0.23,-1,3.07,17.85,36.67
1.64,-2.41,1,11.36,3.71,13.18
1.53,-2.63,-1,-0.07,-5.29,-120.32
2.71,-0.26,0,-17.14,11.86,140.37
1.43,-1.25,0,14.76,9.44,10.31
1.19,-1.17,-1,13.5,0.83,-56.15
0.31,-1.56,0,11.08,-11.15,-71.62
0.72,-0.17,-1,17.53,5.23,-25.78
2.36,-2.08,1,3.77,13.57,73.34
1.45,-1.76,0,14.18,2.68,-17.76
0.8,-2.55,0,2.38,-8.75,-100.27
2.0,-2.37,0,10.14,1.3,-21.2
2.7,-1.42,-1,2.41,11.63,16.04
2.0,-2.29,0,10.5,2.36,-16.62
0.03,-1.13,-1,6.64,-12.07,-120.32
1.32,-1.32,0,15.74,6.78,0.0
2.53,-1.51,1,-5.11,16.29,115.74
1.72,-0.05,0,-2.43,20.85,95.68
3.08,-1.34,1,-14.61,10.07,156.99
0.47,-0.13,0,19.44,7.84,19.48
1.2,-2.38,-1,1.2,-5.69,-124.9
0.09,-2.6,0,-4.33,-7.64,-143.81
2.37,-0.54,1,-13.47,13.79,162.15
0.25,-0.33,-1,17.06,-5.0,-61.88
1.78,-1.53,-1,10.45,3.81,-42.97
0.45,-0.08,1,14.23,12.44,78.5
1.01,-2.04,0,10.93,-6.07,-59.01
1.8,-2.23,1,10.67,7.68,32.66
2.94,-0.93,1,-16.77,8.66,172.46
0.89,-1.26,0,17.46,0.38,-21.2
2.85,-0.78,1,-17.04,8.66,175.9
2.56,-0.42,0,-13.39,15.64,122.61
2.45,-2.39,0,8.58,5.3,3.44
2.98,-1.23,0,-9.4,14.9,100.27
0.08,-2.7,-1,-5.31,0.29,-207.41
2.24,-0.67,1,-10.22,16.28,147.25
1.98,-3.09,0,3.44,-6.12,-63.6
1.38,-2.09,1,13.34,4.31,16.62
0.77,-1.07,-1,13.59,-3.94,-74.48
0.09,-0.43,-1,15.17,-8.52,-76.78
0.51,-1.07,-1,12.12,-7.3,-89.38
0.9,-1.15,1,16.26,8.52,42.97
3.01,-2.02,0,0.74,12.62,56.72
3.09,-2.82,1,1.83,8.91,72.77
0.31,-2.98,-1,-5.61,2.48,-210.28
0.3,-1.26,0,14.72,-9.4,-55.0
1.16,-1.24,1,14.01,11.43,52.71
2.84,-1.1,1,-14.31,11.72,156.99
0.84,-2.86,1,5.3,-7.06,-58.44
1.42,-1.34,1,11.33,13.65,61.88
2.81,-0.04,2,-12.74,-2.17,273.3
2.21,-2.91,1,7.87,3.18,17.19
1.43,-0.94,1,7.72,17.2,85.37
2.64,-0.77,1,-14.94,11.93,164.44
2.13,-1.89,0,9.89,9.26,13.75
0.12,-0.36,-1,16.02,-7.45,-71.05
2.92,-0.75,1,-17.77,7.12,181.63
1.44,-2.58,1,10.77,-0.4,-8.02
1.08,-2.76,-1,-3.73,-3.9,-153.55
1.13,-2.41,1,11.72,-2.31,-16.04
2.41,-1.82,0,6.42,12.47,33.8
2.83,-1.04,0,-9.71,15.81,102.56
2.07,-1.57,1,3.29,16.48,85.94
1.68,-2.53,-1,1.93,-5.03,-106.0
1.13,-2.74,-1,-3.32,-4.21,-149.54
0.56,-2.15,1,11.61,-7.17,-33.8
1.33,-1.58,0,15.23,3.33,-14.32
2.5,-0.78,0,-7.69,18.03,98.55
2.43,-3.11,-1,-0.62,-6.79,-96.26
1.75,-2.5,1,10.66,3.85,14.32
0.45,-0.97,1,18.59,2.8,27.5
2.07,-2.65,0,8.36,-1.53,-33.23
1.54,-0.63,1,2.18,19.12,109.43
0.45,-0.81,-1,14.32,-6.27,-77.92
2.26,-1.48,-1,7.36,8.8,-12.61
0.16,-2.64,1,2.02,-10.16,-84.8
0.94,-2.3,1,12.14,-3.66,-20.63
0.24,-0.15,1,17.01,8.5,62.45
0.59,-2.85,1,3.51,-8.17,-72.19
1.44,-1.09,1,9.02,16.17,77.35
1.52,-1.98,-1,7.4,-3.07,-83.65
1.35,-0.22,-1,11.46,14.07,7.45
1.97,-1.88,1,7.49,13.29,62.45
1.35,-2.77,-1,-2.67,-4.71,-138.66
1.71,-0.57,1,-1.82,19.19,122.61
2.28,-2.61,0,8.69,0.78,-18.91
1.82,-2.39,1,10.53,5.92,24.64
0.5,-0.87,0,19.2,-1.71,-21.2
